Date,Ingredient,Demand,Waste,Unit_Price,Stock_Level,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday,Waste_Percentage
2023-12-18,Pineapple,47,2,11.4,54,0,12,2023,0,1,4.25531914893617
2023-12-19,Pineapple,53,3,7.41,68,1,12,2023,0,1,5.660377358490567
2023-12-20,Pineapple,49,2,10.36,55,2,12,2023,0,1,4.081632653061225
2023-12-21,Pineapple,54,3,9.7,63,3,12,2023,0,1,5.555555555555555
2023-12-22,Pineapple,55,4,9.36,72,4,12,2023,0,1,7.2727272727272725
2023-12-23,Pineapple,49,2,6.09,58,5,12,2023,1,1,4.081632653061225
2023-12-24,Pineapple,67,3,3.43,80,6,12,2023,1,1,4.477611940298507
2023-12-25,Pineapple,50,3,9.46,63,0,12,2023,0,1,6.0
2023-12-26,Pineapple,61,4,4.25,76,1,12,2023,0,1,6.557377049180328
2023-12-27,Pineapple,48,2,5.71,61,2,12,2023,0,1,4.166666666666666
2023-12-28,Pineapple,52,3,8.13,59,3,12,2023,0,1,5.769230769230769
2023-12-29,Pineapple,53,3,13.24,65,4,12,2023,0,1,5.660377358490567
2023-12-30,Pineapple,60,3,11.6,72,5,12,2023,1,1,5.0
2023-12-31,Pineapple,63,4,6.85,76,6,12,2023,1,1,6.349206349206349
2024-01-01,Pineapple,44,2,8.55,49,0,1,2024,0,0,4.545454545454546
2024-01-02,Pineapple,45,3,4.09,51,1,1,2024,0,0,6.666666666666667
2024-01-03,Pineapple,44,1,10.67,54,2,1,2024,0,0,2.272727272727273
2024-01-04,Pineapple,43,2,10.19,50,3,1,2024,0,0,4.651162790697675
2024-01-05,Pineapple,35,2,6.28,41,4,1,2024,0,0,5.714285714285714
2024-01-06,Pineapple,41,2,4.14,48,5,1,2024,1,0,4.878048780487805
2024-01-07,Pineapple,48,1,13.07,57,6,1,2024,1,0,2.083333333333333
2024-01-08,Pineapple,38,2,6.65,43,0,1,2024,0,0,5.263157894736842
2024-01-09,Pineapple,45,2,14.16,51,1,1,2024,0,0,4.444444444444445
2024-01-10,Pineapple,42,3,8.56,47,2,1,2024,0,0,7.142857142857142
2024-01-11,Pineapple,39,2,12.97,45,3,1,2024,0,0,5.128205128205128
2024-01-12,Pineapple,43,3,3.32,50,4,1,2024,0,0,6.976744186046512
2024-01-13,Pineapple,48,2,13.23,58,5,1,2024,1,0,4.166666666666666
2024-01-14,Pineapple,51,3,7.03,58,6,1,2024,1,0,5.88235294117647
2024-01-15,Pineapple,36,2,13.94,42,0,1,2024,0,0,5.555555555555555
2024-01-16,Pineapple,40,1,9.65,46,1,1,2024,0,0,2.5
2024-01-17,Pineapple,39,1,10.2,49,2,1,2024,0,0,2.564102564102564
2024-01-18,Pineapple,44,3,5.94,55,3,1,2024,0,0,6.8181818181818175
2024-01-19,Pineapple,32,2,8.63,39,4,1,2024,0,0,6.25
2024-01-20,Pineapple,48,2,6.29,53,5,1,2024,1,0,4.166666666666666
2024-01-21,Pineapple,35,1,3.22,44,6,1,2024,1,0,2.857142857142857
2024-01-22,Pineapple,38,2,4.2,46,0,1,2024,0,0,5.263157894736842
2024-01-23,Pineapple,44,2,5.25,55,1,1,2024,0,0,4.545454545454546
2024-01-24,Pineapple,38,2,12.99,45,2,1,2024,0,0,5.263157894736842
2024-01-25,Pineapple,31,2,12.71,38,3,1,2024,0,0,6.451612903225806
2024-01-26,Pineapple,42,2,3.05,49,4,1,2024,0,0,4.761904761904762
2024-01-27,Pineapple,44,3,12.37,53,5,1,2024,1,0,6.8181818181818175
2024-01-28,Pineapple,36,2,14.91,43,6,1,2024,1,0,5.555555555555555
2024-01-29,Pineapple,42,2,13.96,46,0,1,2024,0,0,4.761904761904762
2024-01-30,Pineapple,34,2,2.53,43,1,1,2024,0,0,5.88235294117647
2024-01-31,Pineapple,40,1,3.88,46,2,1,2024,0,0,2.5
2024-02-01,Pineapple,42,3,3.49,51,3,2,2024,0,0,7.142857142857142
2024-02-02,Pineapple,41,2,9.55,48,4,2,2024,0,0,4.878048780487805
2024-02-03,Pineapple,46,2,11.02,55,5,2,2024,1,0,4.3478260869565215
2024-02-04,Pineapple,48,2,6.04,57,6,2,2024,1,0,4.166666666666666
2024-02-05,Pineapple,34,2,9.01,44,0,2,2024,0,0,5.88235294117647
2024-02-06,Pineapple,38,2,14.93,43,1,2,2024,0,0,5.263157894736842
2024-02-07,Pineapple,37,2,10.75,45,2,2,2024,0,0,5.405405405405405
2024-02-08,Pineapple,39,2,9.15,44,3,2,2024,0,0,5.128205128205128
2024-02-09,Pineapple,41,2,7.42,47,4,2,2024,0,0,4.878048780487805
2024-02-10,Pineapple,51,3,5.61,60,5,2,2024,1,0,5.88235294117647
2024-02-11,Pineapple,48,2,12.97,54,6,2,2024,1,0,4.166666666666666
2024-02-12,Pineapple,41,2,14.31,49,0,2,2024,0,0,4.878048780487805
2024-02-13,Pineapple,48,1,3.5,54,1,2,2024,0,0,2.083333333333333
2024-02-14,Pineapple,39,2,9.71,47,2,2,2024,0,0,5.128205128205128
2024-02-15,Pineapple,37,3,11.62,41,3,2,2024,0,0,8.108108108108109
2024-02-16,Pineapple,38,2,11.51,45,4,2,2024,0,0,5.263157894736842
2024-02-17,Pineapple,49,3,4.32,58,5,2,2024,1,0,6.122448979591836
2024-02-18,Pineapple,47,4,8.95,54,6,2,2024,1,0,8.51063829787234
2024-02-19,Pineapple,49,2,4.66,60,0,2,2024,0,0,4.081632653061225
2024-02-20,Pineapple,41,2,4.55,51,1,2,2024,0,0,4.878048780487805
2024-02-21,Pineapple,42,4,4.74,53,2,2,2024,0,0,9.523809523809524
2024-02-22,Pineapple,41,2,10.49,47,3,2,2024,0,0,4.878048780487805
2024-02-23,Pineapple,43,2,2.69,55,4,2,2024,0,0,4.651162790697675
2024-02-24,Pineapple,48,1,5.0,62,5,2,2024,1,0,2.083333333333333
2024-02-25,Pineapple,53,2,9.84,62,6,2,2024,1,0,3.7735849056603774
2024-02-26,Pineapple,42,3,14.78,46,0,2,2024,0,0,7.142857142857142
2024-02-27,Pineapple,32,1,9.38,42,1,2,2024,0,0,3.125
2024-02-28,Pineapple,41,2,12.2,52,2,2,2024,0,0,4.878048780487805
2024-02-29,Pineapple,42,2,4.63,54,3,2,2024,0,0,4.761904761904762
2024-03-01,Pineapple,37,2,11.79,45,4,3,2024,0,0,5.405405405405405
2024-03-02,Pineapple,58,4,4.79,67,5,3,2024,1,0,6.896551724137931
2024-03-03,Pineapple,48,2,5.14,60,6,3,2024,1,0,4.166666666666666
2024-03-04,Pineapple,46,2,8.42,54,0,3,2024,0,0,4.3478260869565215
2024-03-05,Pineapple,47,3,2.85,58,1,3,2024,0,0,6.382978723404255
2024-03-06,Pineapple,47,3,6.4,52,2,3,2024,0,0,6.382978723404255
2024-03-07,Pineapple,40,2,7.62,48,3,3,2024,0,0,5.0
2024-03-08,Pineapple,40,2,11.45,46,4,3,2024,0,0,5.0
2024-03-09,Pineapple,45,2,11.2,55,5,3,2024,1,0,4.444444444444445
2024-03-10,Pineapple,59,3,14.71,75,6,3,2024,1,0,5.084745762711865
2024-03-11,Pineapple,46,1,3.76,59,0,3,2024,0,0,2.1739130434782608
2024-03-12,Pineapple,44,2,11.11,55,1,3,2024,0,0,4.545454545454546
2024-03-13,Pineapple,44,3,14.33,49,2,3,2024,0,0,6.8181818181818175
2024-03-14,Pineapple,42,1,2.45,52,3,3,2024,0,0,2.380952380952381
2024-03-15,Pineapple,47,4,8.25,59,4,3,2024,0,0,8.51063829787234
2024-03-16,Pineapple,61,3,9.14,72,5,3,2024,1,0,4.918032786885246
2024-03-17,Pineapple,55,3,7.33,69,6,3,2024,1,0,5.454545454545454
2024-03-18,Pineapple,41,2,4.53,50,0,3,2024,0,0,4.878048780487805
2024-03-19,Pineapple,42,3,8.78,51,1,3,2024,0,0,7.142857142857142
2024-03-20,Pineapple,41,1,8.53,51,2,3,2024,0,0,2.4390243902439024
2024-03-21,Pineapple,42,3,10.33,50,3,3,2024,0,0,7.142857142857142
2024-03-22,Pineapple,46,3,5.45,58,4,3,2024,0,0,6.521739130434782
2024-03-23,Pineapple,50,2,5.04,64,5,3,2024,1,0,4.0
2024-03-24,Pineapple,57,2,2.26,64,6,3,2024,1,0,3.508771929824561
2024-03-25,Pineapple,41,3,8.0,45,0,3,2024,0,0,7.317073170731707
2024-03-26,Pineapple,43,2,10.65,50,1,3,2024,0,0,4.651162790697675
2024-03-27,Pineapple,49,17,8.47,55,2,3,2024,0,0,34.69387755102041
2024-03-28,Pineapple,45,4,2.93,56,3,3,2024,0,0,8.88888888888889
2024-03-29,Pineapple,45,1,14.94,55,4,3,2024,0,0,2.2222222222222223
2024-03-30,Pineapple,52,3,8.74,67,5,3,2024,1,0,5.769230769230769
2024-03-31,Pineapple,50,4,12.45,57,6,3,2024,1,0,8.0
2024-04-01,Pineapple,40,3,3.88,52,0,4,2024,0,0,7.5
2024-04-02,Pineapple,37,3,4.76,45,1,4,2024,0,0,8.108108108108109
2024-04-03,Pineapple,51,3,8.66,58,2,4,2024,0,0,5.88235294117647
2024-04-04,Pineapple,47,3,9.17,54,3,4,2024,0,0,6.382978723404255
2024-04-05,Pineapple,40,2,3.22,49,4,4,2024,0,0,5.0
2024-04-06,Pineapple,52,3,2.62,59,5,4,2024,1,0,5.769230769230769
2024-04-07,Pineapple,51,2,9.94,59,6,4,2024,1,0,3.9215686274509802
2024-04-08,Pineapple,37,1,6.41,43,0,4,2024,0,0,2.7027027027027026
2024-04-09,Pineapple,50,3,6.08,60,1,4,2024,0,0,6.0
2024-04-10,Pineapple,42,2,11.66,47,2,4,2024,0,0,4.761904761904762
2024-04-11,Pineapple,35,1,3.3,45,3,4,2024,0,0,2.857142857142857
2024-04-12,Pineapple,34,2,6.29,38,4,4,2024,0,0,5.88235294117647
2024-04-13,Pineapple,54,3,5.11,64,5,4,2024,1,0,5.555555555555555
2024-04-14,Pineapple,47,2,13.15,58,6,4,2024,1,0,4.25531914893617
2024-04-15,Pineapple,40,2,5.81,47,0,4,2024,0,0,5.0
2024-04-16,Pineapple,41,3,8.73,48,1,4,2024,0,0,7.317073170731707
2024-04-17,Pineapple,40,2,2.59,50,2,4,2024,0,0,5.0
2024-04-18,Pineapple,43,3,8.71,53,3,4,2024,0,0,6.976744186046512
2024-04-19,Pineapple,40,1,4.17,47,4,4,2024,0,0,2.5
2024-04-20,Pineapple,50,2,8.53,62,5,4,2024,1,0,4.0
2024-04-21,Pineapple,44,2,8.99,56,6,4,2024,1,0,4.545454545454546
2024-04-22,Pineapple,44,3,10.5,51,0,4,2024,0,0,6.8181818181818175
2024-04-23,Pineapple,38,2,12.3,48,1,4,2024,0,0,5.263157894736842
2024-04-24,Pineapple,45,1,7.4,58,2,4,2024,0,0,2.2222222222222223
2024-04-25,Pineapple,42,3,10.75,51,3,4,2024,0,0,7.142857142857142
2024-04-26,Pineapple,43,3,3.43,53,4,4,2024,0,0,6.976744186046512
2024-04-27,Pineapple,52,3,9.7,60,5,4,2024,1,0,5.769230769230769
2024-04-28,Pineapple,55,4,12.33,67,6,4,2024,1,0,7.2727272727272725
2024-04-29,Pineapple,43,2,14.95,56,0,4,2024,0,0,4.651162790697675
2024-04-30,Pineapple,46,2,9.75,52,1,4,2024,0,0,4.3478260869565215
2024-05-01,Pineapple,37,13,7.79,47,2,5,2024,0,0,35.13513513513514
2024-05-02,Pineapple,35,2,7.62,45,3,5,2024,0,0,5.714285714285714
2024-05-03,Pineapple,47,1,5.27,59,4,5,2024,0,0,2.127659574468085
2024-05-04,Pineapple,52,2,5.49,59,5,5,2024,1,0,3.8461538461538463
2024-05-05,Pineapple,48,2,2.64,62,6,5,2024,1,0,4.166666666666666
2024-05-06,Pineapple,34,1,4.17,42,0,5,2024,0,0,2.941176470588235
2024-05-07,Pineapple,39,2,13.8,47,1,5,2024,0,0,5.128205128205128
2024-05-08,Pineapple,43,3,2.94,51,2,5,2024,0,0,6.976744186046512
2024-05-09,Pineapple,43,1,3.44,49,3,5,2024,0,0,2.3255813953488373
2024-05-10,Pineapple,45,1,8.41,53,4,5,2024,0,0,2.2222222222222223
2024-05-11,Pineapple,53,2,14.4,62,5,5,2024,1,0,3.7735849056603774
2024-05-12,Pineapple,32,1,2.95,38,6,5,2024,1,0,3.125
2024-05-13,Pineapple,39,2,13.9,45,0,5,2024,0,0,5.128205128205128
2024-05-14,Pineapple,37,2,12.11,43,1,5,2024,0,0,5.405405405405405
2024-05-15,Pineapple,46,2,8.57,57,2,5,2024,0,0,4.3478260869565215
2024-05-16,Pineapple,39,3,14.56,50,3,5,2024,0,0,7.6923076923076925
2024-05-17,Pineapple,36,2,5.16,44,4,5,2024,0,0,5.555555555555555
2024-05-18,Pineapple,43,1,10.41,48,5,5,2024,1,0,2.3255813953488373
2024-05-19,Pineapple,50,2,10.72,58,6,5,2024,1,0,4.0
2024-05-20,Pineapple,45,3,5.81,49,0,5,2024,0,0,6.666666666666667
2024-05-21,Pineapple,43,1,14.72,47,1,5,2024,0,0,2.3255813953488373
2024-05-22,Pineapple,42,2,12.59,50,2,5,2024,0,0,4.761904761904762
2024-05-23,Pineapple,41,2,8.08,47,3,5,2024,0,0,4.878048780487805
2024-05-24,Pineapple,37,12,7.25,42,4,5,2024,0,0,32.432432432432435
2024-05-25,Pineapple,53,4,10.25,61,5,5,2024,1,0,7.547169811320755
2024-05-26,Pineapple,53,1,7.59,61,6,5,2024,1,0,1.8867924528301887
2024-05-27,Pineapple,38,2,3.2,44,0,5,2024,0,0,5.263157894736842
2024-05-28,Pineapple,39,2,12.44,51,1,5,2024,0,0,5.128205128205128
2024-05-29,Pineapple,41,3,8.08,45,2,5,2024,0,0,7.317073170731707
2024-05-30,Pineapple,46,2,3.43,56,3,5,2024,0,0,4.3478260869565215
2024-05-31,Pineapple,41,2,10.4,47,4,5,2024,0,0,4.878048780487805
2024-06-01,Pineapple,45,3,12.48,58,5,6,2024,1,0,6.666666666666667
2024-06-02,Pineapple,37,2,9.74,43,6,6,2024,1,0,5.405405405405405
2024-06-03,Pineapple,36,4,3.12,44,0,6,2024,0,0,11.11111111111111
2024-06-04,Pineapple,35,3,4.24,39,1,6,2024,0,0,8.571428571428571
2024-06-05,Pineapple,36,1,12.83,41,2,6,2024,0,0,2.7777777777777777
2024-06-06,Pineapple,38,2,2.08,46,3,6,2024,0,0,5.263157894736842
2024-06-07,Pineapple,37,1,9.12,42,4,6,2024,0,0,2.7027027027027026
2024-06-08,Pineapple,42,1,9.75,47,5,6,2024,1,0,2.380952380952381
2024-06-09,Pineapple,50,2,4.35,62,6,6,2024,1,0,4.0
2024-06-10,Pineapple,39,2,14.05,44,0,6,2024,0,0,5.128205128205128
2024-06-11,Pineapple,40,1,3.51,51,1,6,2024,0,0,2.5
2024-06-12,Pineapple,33,2,8.35,40,2,6,2024,0,0,6.0606060606060606
2024-06-13,Pineapple,46,2,8.75,56,3,6,2024,0,0,4.3478260869565215
2024-06-14,Pineapple,37,2,2.47,43,4,6,2024,0,0,5.405405405405405
2024-06-15,Pineapple,45,2,11.1,51,5,6,2024,1,0,4.444444444444445
2024-06-16,Pineapple,38,2,3.45,45,6,6,2024,1,0,5.263157894736842
2024-06-17,Pineapple,40,2,9.25,51,0,6,2024,0,0,5.0
2024-06-18,Pineapple,33,1,9.96,40,1,6,2024,0,0,3.0303030303030303
2024-06-19,Pineapple,35,1,7.35,43,2,6,2024,0,0,2.857142857142857
2024-06-20,Pineapple,32,2,9.84,39,3,6,2024,0,0,6.25
2024-06-21,Pineapple,38,2,5.96,41,4,6,2024,0,0,5.263157894736842
2024-06-22,Pineapple,38,1,6.59,48,5,6,2024,1,0,2.631578947368421
2024-06-23,Pineapple,43,2,10.74,55,6,6,2024,1,0,4.651162790697675
2024-06-24,Pineapple,34,2,13.74,43,0,6,2024,0,0,5.88235294117647
2024-06-25,Pineapple,41,1,12.37,47,1,6,2024,0,0,2.4390243902439024
2024-06-26,Pineapple,37,2,12.59,43,2,6,2024,0,0,5.405405405405405
2024-06-27,Pineapple,33,2,10.18,41,3,6,2024,0,0,6.0606060606060606
2024-06-28,Pineapple,30,1,14.86,37,4,6,2024,0,0,3.3333333333333335
2024-06-29,Pineapple,48,3,4.46,59,5,6,2024,1,0,6.25
2024-06-30,Pineapple,44,2,4.65,52,6,6,2024,1,0,4.545454545454546
2024-07-01,Pineapple,53,2,2.55,67,0,7,2024,0,1,3.7735849056603774
2024-07-02,Pineapple,46,3,7.33,59,1,7,2024,0,1,6.521739130434782
2024-07-03,Pineapple,55,1,10.32,70,2,7,2024,0,1,1.8181818181818181
2024-07-04,Pineapple,53,3,5.73,61,3,7,2024,0,1,5.660377358490567
2024-07-05,Pineapple,46,3,4.87,59,4,7,2024,0,1,6.521739130434782
2024-07-06,Pineapple,60,4,11.39,73,5,7,2024,1,1,6.666666666666667
2024-07-07,Pineapple,66,3,9.12,83,6,7,2024,1,1,4.545454545454546
2024-07-08,Pineapple,31,2,3.9,38,0,7,2024,0,0,6.451612903225806
2024-07-09,Pineapple,31,2,8.46,39,1,7,2024,0,0,6.451612903225806
2024-07-10,Pineapple,31,2,5.21,38,2,7,2024,0,0,6.451612903225806
2024-07-11,Pineapple,43,2,12.66,54,3,7,2024,0,0,4.651162790697675
2024-07-12,Pineapple,33,1,2.99,38,4,7,2024,0,0,3.0303030303030303
2024-07-13,Pineapple,33,1,2.0,38,5,7,2024,1,0,3.0303030303030303
2024-07-14,Pineapple,42,1,7.36,49,6,7,2024,1,0,2.380952380952381
2024-07-15,Pineapple,35,1,5.22,43,0,7,2024,0,0,2.857142857142857
2024-07-16,Pineapple,32,2,2.33,38,1,7,2024,0,0,6.25
2024-07-17,Pineapple,32,1,12.32,41,2,7,2024,0,0,3.125
2024-07-18,Pineapple,35,1,9.75,42,3,7,2024,0,0,2.857142857142857
2024-07-19,Pineapple,35,2,10.44,40,4,7,2024,0,0,5.714285714285714
2024-07-20,Pineapple,39,2,14.61,48,5,7,2024,1,0,5.128205128205128
2024-07-21,Pineapple,44,2,5.16,57,6,7,2024,1,0,4.545454545454546
2024-07-22,Pineapple,30,1,2.88,35,0,7,2024,0,0,3.3333333333333335
2024-07-23,Pineapple,38,2,10.28,49,1,7,2024,0,0,5.263157894736842
2024-07-24,Pineapple,31,1,10.79,35,2,7,2024,0,0,3.225806451612903
2024-07-25,Pineapple,42,3,14.29,47,3,7,2024,0,0,7.142857142857142
2024-07-26,Pineapple,31,1,12.22,36,4,7,2024,0,0,3.225806451612903
2024-07-27,Pineapple,41,1,4.05,50,5,7,2024,1,0,2.4390243902439024
2024-07-28,Pineapple,34,2,4.81,39,6,7,2024,1,0,5.88235294117647
2024-07-29,Pineapple,31,2,5.48,36,0,7,2024,0,0,6.451612903225806
2024-07-30,Pineapple,30,11,14.75,38,1,7,2024,0,0,36.666666666666664
2024-07-31,Pineapple,31,1,9.53,39,2,7,2024,0,0,3.225806451612903
2024-08-01,Pineapple,30,1,9.92,38,3,8,2024,0,0,3.3333333333333335
2024-08-02,Pineapple,27,1,13.4,32,4,8,2024,0,0,3.7037037037037033
2024-08-03,Pineapple,37,2,8.24,42,5,8,2024,1,0,5.405405405405405
2024-08-04,Pineapple,42,2,11.05,49,6,8,2024,1,0,4.761904761904762
2024-08-05,Pineapple,29,1,14.9,33,0,8,2024,0,0,3.4482758620689653
2024-08-06,Pineapple,24,1,9.93,28,1,8,2024,0,0,4.166666666666666
2024-08-07,Pineapple,32,2,14.37,36,2,8,2024,0,0,6.25
2024-08-08,Pineapple,28,2,2.27,31,3,8,2024,0,0,7.142857142857142
2024-08-09,Pineapple,31,2,9.93,39,4,8,2024,0,0,6.451612903225806
2024-08-10,Pineapple,39,2,4.15,45,5,8,2024,1,0,5.128205128205128
2024-08-11,Pineapple,40,2,8.37,51,6,8,2024,1,0,5.0
2024-08-12,Pineapple,28,1,9.45,34,0,8,2024,0,0,3.571428571428571
2024-08-13,Pineapple,32,1,5.46,39,1,8,2024,0,0,3.125
2024-08-14,Pineapple,35,1,9.94,43,2,8,2024,0,0,2.857142857142857
2024-08-15,Pineapple,32,1,10.78,36,3,8,2024,0,0,3.125
2024-08-16,Pineapple,33,2,14.49,40,4,8,2024,0,0,6.0606060606060606
2024-08-17,Pineapple,39,2,5.26,50,5,8,2024,1,0,5.128205128205128
2024-08-18,Pineapple,31,2,8.01,36,6,8,2024,1,0,6.451612903225806
2024-08-19,Pineapple,26,1,13.95,31,0,8,2024,0,0,3.8461538461538463
2024-08-20,Pineapple,37,13,2.3,42,1,8,2024,0,0,35.13513513513514
2024-08-21,Pineapple,36,1,7.6,44,2,8,2024,0,0,2.7777777777777777
2024-08-22,Pineapple,38,2,8.87,44,3,8,2024,0,0,5.263157894736842
2024-08-23,Pineapple,29,1,13.64,36,4,8,2024,0,0,3.4482758620689653
2024-08-24,Pineapple,37,3,6.61,45,5,8,2024,1,0,8.108108108108109
2024-08-25,Pineapple,44,2,14.14,51,6,8,2024,1,0,4.545454545454546
2024-08-26,Pineapple,28,1,13.89,35,0,8,2024,0,0,3.571428571428571
2024-08-27,Pineapple,27,1,12.29,32,1,8,2024,0,0,3.7037037037037033
2024-08-28,Pineapple,27,1,9.56,31,2,8,2024,0,0,3.7037037037037033
2024-08-29,Pineapple,31,3,2.33,37,3,8,2024,0,0,9.67741935483871
2024-08-30,Pineapple,33,2,3.77,38,4,8,2024,0,0,6.0606060606060606
2024-08-31,Pineapple,36,2,7.85,44,5,8,2024,1,0,5.555555555555555
2024-09-01,Pineapple,38,3,8.89,43,6,9,2024,1,0,7.894736842105263
2024-09-02,Pineapple,33,2,11.16,36,0,9,2024,0,0,6.0606060606060606
2024-09-03,Pineapple,24,1,13.82,29,1,9,2024,0,0,4.166666666666666
2024-09-04,Pineapple,25,1,7.51,30,2,9,2024,0,0,4.0
2024-09-05,Pineapple,27,1,6.4,31,3,9,2024,0,0,3.7037037037037033
2024-09-06,Pineapple,31,1,12.32,36,4,9,2024,0,0,3.225806451612903
2024-09-07,Pineapple,38,1,12.88,47,5,9,2024,1,0,2.631578947368421
2024-09-08,Pineapple,38,1,12.11,49,6,9,2024,1,0,2.631578947368421
2024-09-09,Pineapple,31,1,10.11,35,0,9,2024,0,0,3.225806451612903
2024-09-10,Pineapple,28,1,9.4,33,1,9,2024,0,0,3.571428571428571
2024-09-11,Pineapple,26,1,7.99,29,2,9,2024,0,0,3.8461538461538463
2024-09-12,Pineapple,33,2,6.83,37,3,9,2024,0,0,6.0606060606060606
2024-09-13,Pineapple,31,2,6.73,37,4,9,2024,0,0,6.451612903225806
2024-09-14,Pineapple,39,1,2.24,46,5,9,2024,1,0,2.564102564102564
2024-09-15,Pineapple,35,2,9.68,43,6,9,2024,1,0,5.714285714285714
2024-09-16,Pineapple,33,2,10.69,38,0,9,2024,0,0,6.0606060606060606
2024-09-17,Pineapple,28,1,12.44,35,1,9,2024,0,0,3.571428571428571
2024-09-18,Pineapple,36,2,12.81,41,2,9,2024,0,0,5.555555555555555
2024-09-19,Pineapple,30,1,4.95,37,3,9,2024,0,0,3.3333333333333335
2024-09-20,Pineapple,31,2,3.9,38,4,9,2024,0,0,6.451612903225806
2024-09-21,Pineapple,33,1,13.88,42,5,9,2024,1,0,3.0303030303030303
2024-09-22,Pineapple,37,2,10.6,48,6,9,2024,1,0,5.405405405405405
2024-09-23,Pineapple,29,0,6.11,35,0,9,2024,0,0,0.0
2024-09-24,Pineapple,24,1,10.63,31,1,9,2024,0,0,4.166666666666666
2024-09-25,Pineapple,30,2,8.19,34,2,9,2024,0,0,6.666666666666667
2024-09-26,Pineapple,34,2,5.18,41,3,9,2024,0,0,5.88235294117647
2024-09-27,Pineapple,25,1,13.77,28,4,9,2024,0,0,4.0
2024-09-28,Pineapple,37,1,2.06,47,5,9,2024,1,0,2.7027027027027026
2024-09-29,Pineapple,34,2,11.12,40,6,9,2024,1,0,5.88235294117647
2024-09-30,Pineapple,28,1,9.35,34,0,9,2024,0,0,3.571428571428571
2024-10-01,Pineapple,31,2,6.33,36,1,10,2024,0,0,6.451612903225806
2024-10-02,Pineapple,35,1,12.03,40,2,10,2024,0,0,2.857142857142857
2024-10-03,Pineapple,32,2,6.57,40,3,10,2024,0,0,6.25
2024-10-04,Pineapple,29,2,6.42,36,4,10,2024,0,0,6.896551724137931
2024-10-05,Pineapple,45,2,4.94,53,5,10,2024,1,0,4.444444444444445
2024-10-06,Pineapple,43,3,12.14,53,6,10,2024,1,0,6.976744186046512
2024-10-07,Pineapple,29,2,12.85,33,0,10,2024,0,0,6.896551724137931
2024-10-08,Pineapple,33,1,13.64,40,1,10,2024,0,0,3.0303030303030303
2024-10-09,Pineapple,32,1,14.74,35,2,10,2024,0,0,3.125
2024-10-10,Pineapple,30,2,12.8,33,3,10,2024,0,0,6.666666666666667
2024-10-11,Pineapple,30,1,6.28,34,4,10,2024,0,0,3.3333333333333335
2024-10-12,Pineapple,36,2,13.53,44,5,10,2024,1,0,5.555555555555555
2024-10-13,Pineapple,32,2,3.83,36,6,10,2024,1,0,6.25
2024-10-14,Pineapple,31,2,10.06,38,0,10,2024,0,0,6.451612903225806
2024-10-15,Pineapple,32,1,5.61,38,1,10,2024,0,0,3.125
2024-10-16,Pineapple,36,1,13.15,43,2,10,2024,0,0,2.7777777777777777
2024-10-17,Pineapple,31,2,10.08,39,3,10,2024,0,0,6.451612903225806
2024-10-18,Pineapple,32,2,3.09,35,4,10,2024,0,0,6.25
2024-10-19,Pineapple,32,1,6.0,39,5,10,2024,1,0,3.125
2024-10-20,Pineapple,37,2,4.56,44,6,10,2024,1,0,5.405405405405405
2024-10-21,Pineapple,28,2,2.0,33,0,10,2024,0,0,7.142857142857142
2024-10-22,Pineapple,27,2,10.32,32,1,10,2024,0,0,7.4074074074074066
2024-10-23,Pineapple,35,2,9.89,39,2,10,2024,0,0,5.714285714285714
2024-10-24,Pineapple,31,1,14.89,36,3,10,2024,0,0,3.225806451612903
2024-10-25,Pineapple,30,1,5.35,34,4,10,2024,0,0,3.3333333333333335
2024-10-26,Pineapple,35,2,14.27,44,5,10,2024,1,0,5.714285714285714
2024-10-27,Pineapple,38,2,5.41,45,6,10,2024,1,0,5.263157894736842
2024-10-28,Pineapple,30,1,11.73,33,0,10,2024,0,0,3.3333333333333335
2024-10-29,Pineapple,29,1,6.87,35,1,10,2024,0,0,3.4482758620689653
2024-10-30,Pineapple,26,1,14.47,33,2,10,2024,0,0,3.8461538461538463
2024-10-31,Pineapple,35,2,3.24,40,3,10,2024,0,0,5.714285714285714
2024-11-01,Pineapple,37,2,9.64,45,4,11,2024,0,0,5.405405405405405
2024-11-02,Pineapple,47,3,9.44,57,5,11,2024,1,0,6.382978723404255
2024-11-03,Pineapple,34,2,9.97,42,6,11,2024,1,0,5.88235294117647
2024-11-04,Pineapple,30,1,6.49,39,0,11,2024,0,0,3.3333333333333335
2024-11-05,Pineapple,37,1,11.8,46,1,11,2024,0,0,2.7027027027027026
2024-11-06,Pineapple,31,1,9.21,37,2,11,2024,0,0,3.225806451612903
2024-11-07,Pineapple,31,1,10.54,39,3,11,2024,0,0,3.225806451612903
2024-11-08,Pineapple,34,2,10.26,40,4,11,2024,0,0,5.88235294117647
2024-11-09,Pineapple,40,1,11.16,44,5,11,2024,1,0,2.5
2024-11-10,Pineapple,40,2,5.65,44,6,11,2024,1,0,5.0
2024-11-11,Pineapple,33,2,10.31,38,0,11,2024,0,0,6.0606060606060606
2024-11-12,Pineapple,31,1,5.43,39,1,11,2024,0,0,3.225806451612903
2024-11-13,Pineapple,38,2,13.82,45,2,11,2024,0,0,5.263157894736842
2024-11-14,Pineapple,31,2,2.36,38,3,11,2024,0,0,6.451612903225806
